Payment_ID,Invoice_ID,Payment_Date,Amount_Paid,Payment_Method,Delay_Days,Write_Off_Flag
PAY0000416,INV0000416,2024-06-10,76043.92,NEFT,0,No
PAY0000417,INV0000417,2024-02-17,273324.58,UPI,11,No
PAY0000418,INV0000418,2025-08-06,143332.24,UPI,0,No
PAY0000419,INV0000419,2024-11-01,294030.04,RTGS,0,No
PAY0000420,INV0000420,2024-10-01,200667.26,NEFT,0,No
PAY0000421,INV0000421,2026-02-26,145807.88,Cheque,16,No
PAY0000422,INV0000422,,0,,624,No
PAY0000423,INV0000423,2025-01-02,84821.94,NEFT,38,No
PAY0000424,INV0000424,2025-04-15,241498.8,RTGS,0,No
PAY0000425,INV0000425,2024-07-18,125422.2,RTGS,0,No
PAY0000426,INV0000426,2025-02-18,186207.54,Bank Transfer,0,No
PAY0000427,INV0000427,2025-12-20,231500.66,Bank Transfer,0,No
PAY0000428,INV0000428,2024-02-14,332007.16,Cheque,0,No
PAY0000429,INV0000429,2024-04-27,110979,UPI,0,No
PAY0000430,INV0000430,2024-09-13,304629.98,RTGS,5,No
PAY0000431,INV0000431,2024-11-29,153016.5,Bank Transfer,0,No
PAY0000432,INV0000432,2025-07-06,301236.3,NEFT,0,No
PAY0000433,INV0000433,2026-03-10,330661.96,Cheque,0,No
PAY0000434,INV0000434,2024-03-02,125074.1,RTGS,0,No
PAY0000435,INV0000435,2025-06-08,340834.74,RTGS,0,No
PAY0000436,INV0000436,,0,,835,No
PAY0000437,INV0000437,2025-07-05,199717.36,RTGS,4,No
PAY0000438,INV0000438,2026-03-21,164691.42,RTGS,0,No
PAY0000439,INV0000439,2026-04-07,222447.7,Cheque,0,No
PAY0000440,INV0000440,2024-10-31,281310.82,UPI,0,No
PAY0000441,INV0000441,2026-03-16,107479.12,UPI,7,No
PAY0000442,INV0000442,2025-11-16,95932.82,UPI,0,No
PAY0000443,INV0000443,2025-03-15,287299.32,NEFT,0,No
PAY0000444,INV0000444,,0,,823,No
PAY0000445,INV0000445,2024-08-16,130172.88,NEFT,0,No
PAY0000446,INV0000446,2024-01-31,164809.42,Cheque,7,No
PAY0000447,INV0000447,2024-05-24,234370.42,Bank Transfer,7,No
PAY0000448,INV0000448,2024-09-24,87126.48,Cheque,0,No
PAY0000449,INV0000449,,0,,430,No
PAY0000450,INV0000450,2024-04-10,212729.22,Bank Transfer,0,No
PAY0000451,INV0000451,2025-01-26,331157.56,NEFT,15,No
PAY0000452,INV0000452,2024-08-26,297544.08,RTGS,0,No
PAY0000453,INV0000453,2024-09-30,69779.3,UPI,0,No
PAY0000454,INV0000454,2025-09-09,145447.98,Bank Transfer,0,No
PAY0000455,INV0000455,2025-08-30,250759.44,NEFT,5,No
PAY0000456,INV0000456,2025-12-10,117727.42,UPI,0,No
PAY0000457,INV0000457,2026-04-07,228119.96,NEFT,0,No
PAY0000458,INV0000458,2025-10-28,108902.2,Cheque,0,No
PAY0000459,INV0000459,2025-04-09,201791.8,NEFT,0,No
PAY0000460,INV0000460,2024-07-06,277537.18,NEFT,0,No
PAY0000461,INV0000461,2024-07-27,89949.04,UPI,0,No
PAY0000462,INV0000462,2024-07-08,351762.72,Bank Transfer,0,No
PAY0000463,INV0000463,2025-09-29,79497.78,Cheque,0,No
PAY0000464,INV0000464,2024-08-29,140883.74,Bank Transfer,0,No
PAY0000465,INV0000465,,0,,621,Yes
PAY0000466,INV0000466,2025-05-03,127592.22,UPI,0,No
PAY0000467,INV0000467,2026-02-16,175360.98,Cheque,4,No
PAY0000468,INV0000468,2025-11-19,232247.6,Bank Transfer,0,No
PAY0000469,INV0000469,2024-12-20,17336.56,Bank Transfer,0,No
PAY0000470,INV0000470,2024-05-25,17458.1,UPI,0,No
PAY0000471,INV0000471,2024-12-15,90439.92,Bank Transfer,0,No
PAY0000472,INV0000472,2025-05-03,122089.88,RTGS,30,No
PAY0000473,INV0000473,2026-05-11,276350.1,Cheque,9,No
PAY0000474,INV0000474,2025-12-27,261891.56,UPI,15,No
PAY0000475,INV0000475,2024-09-12,336226.84,NEFT,29,No
PAY0000476,INV0000476,2025-10-01,250148.2,NEFT,15,No
PAY0000477,INV0000477,2024-12-06,36243.7,UPI,0,No
PAY0000478,INV0000478,2026-05-13,305350.96,NEFT,0,No
PAY0000479,INV0000479,2024-09-14,102936.12,Cheque,0,No
PAY0000480,INV0000480,2025-01-16,151186.32,RTGS,12,No
PAY0000481,INV0000481,2026-06-24,104761.58,UPI,0,No
PAY0000482,INV0000482,2024-01-21,31472.96,Bank Transfer,0,No
PAY0000483,INV0000483,2024-09-23,305474.86,Cheque,12,No
PAY0000484,INV0000484,2024-09-26,315503.68,Cheque,0,No
PAY0000485,INV0000485,2024-11-30,113156.1,NEFT,0,No
PAY0000486,INV0000486,2024-03-30,160543.72,Bank Transfer,11,No
PAY0000487,INV0000487,2024-11-13,240701.12,UPI,0,No
PAY0000488,INV0000488,2025-08-25,82669.62,NEFT,0,No
PAY0000489,INV0000489,2025-04-24,206179.04,NEFT,11,No
PAY0000490,INV0000490,2025-03-17,184426.92,Cheque,2,No
PAY0000491,INV0000491,2024-01-18,339140.26,UPI,0,No
PAY0000492,INV0000492,2026-01-24,288827.42,NEFT,0,No
PAY0000493,INV0000493,2026-06-01,328594.6,UPI,12,No
PAY0000494,INV0000494,,0,,617,No
PAY0000495,INV0000495,2024-03-09,248123.32,Bank Transfer,0,No
PAY0000496,INV0000496,2024-10-12,251842.68,RTGS,0,No
PAY0000497,INV0000497,2024-06-12,166346.96,Cheque,0,No
PAY0000498,INV0000498,2024-04-06,352956.88,NEFT,7,No
PAY0000499,INV0000499,2024-07-27,292765.08,RTGS,0,No
PAY0000500,INV0000500,2025-04-08,186152.08,UPI,0,No
PAY0000501,INV0000501,2024-04-15,257992.84,Bank Transfer,12,No
PAY0000502,INV0000502,2026-04-22,348850.48,NEFT,0,No
PAY0000503,INV0000503,2024-08-01,110131.76,UPI,0,No
PAY0000504,INV0000504,2024-04-26,46535.66,NEFT,56,No
PAY0000505,INV0000505,2024-07-09,12131.58,Cheque,4,No
PAY0000506,INV0000506,2026-01-22,227734.1,Cheque,59,No
PAY0000507,INV0000507,2025-08-28,318847.8,UPI,0,No
PAY0000508,INV0000508,2025-12-29,174935,Bank Transfer,0,No
PAY0000509,INV0000509,2024-07-14,23369.9,Bank Transfer,0,No
PAY0000510,INV0000510,2025-09-05,137788.6,Cheque,6,No
PAY0000511,INV0000511,2026-01-08,75241.52,Cheque,0,No
PAY0000512,INV0000512,2025-07-09,46910.9,Bank Transfer,39,No
PAY0000513,INV0000513,2026-02-03,32839.4,UPI,0,No
PAY0000514,INV0000514,,0,,531,No
PAY0000515,INV0000515,2025-01-03,296954.08,UPI,0,No
PAY0000516,INV0000516,2026-02-14,189325.1,UPI,0,No
PAY0000517,INV0000517,2025-10-20,342200,Cheque,9,No
PAY0000518,INV0000518,2024-07-27,213581.18,Bank Transfer,1,No
PAY0000519,INV0000519,2024-07-29,40062.18,Bank Transfer,2,No
PAY0000520,INV0000520,2026-02-04,56452.38,NEFT,0,No
PAY0000521,INV0000521,2024-11-22,163552.72,UPI,0,No
PAY0000522,INV0000522,2025-03-25,185669.46,RTGS,0,No
PAY0000523,INV0000523,2025-07-04,232350.26,NEFT,0,No
PAY0000524,INV0000524,2026-06-14,193452.74,RTGS,0,No
PAY0000525,INV0000525,2024-09-13,188902.66,Cheque,0,No
PAY0000526,INV0000526,2024-06-29,154171.72,Cheque,49,No
PAY0000527,INV0000527,2025-03-23,317897.9,UPI,0,No
PAY0000528,INV0000528,2025-10-21,104452.42,UPI,0,No
PAY0000529,INV0000529,2024-06-18,124373.18,Bank Transfer,11,No
PAY0000530,INV0000530,2025-09-30,88642.78,NEFT,7,No
PAY0000531,INV0000531,2024-03-27,286308.12,RTGS,14,No
PAY0000532,INV0000532,2025-01-29,274185.98,RTGS,0,No
PAY0000533,INV0000533,2025-11-20,284474.4,UPI,2,No
PAY0000534,INV0000534,2026-01-19,225026,NEFT,0,No
PAY0000535,INV0000535,2025-11-15,277879.38,NEFT,0,No
PAY0000536,INV0000536,2024-05-23,80546.8,Bank Transfer,9,No
PAY0000537,INV0000537,2026-03-04,115348.54,Cheque,0,No
PAY0000538,INV0000538,2024-12-04,222936.22,Bank Transfer,0,No
PAY0000539,INV0000539,2025-08-10,199373.98,Cheque,0,No
PAY0000540,INV0000540,2026-05-29,74507.56,Bank Transfer,59,No
PAY0000541,INV0000541,2026-03-22,301570.24,Bank Transfer,55,No
PAY0000542,INV0000542,2025-12-06,41663.44,UPI,0,No
PAY0000543,INV0000543,,0,,515,No
PAY0000544,INV0000544,2026-01-30,93491.4,RTGS,2,No
PAY0000545,INV0000545,2024-08-16,351191.6,NEFT,0,No
PAY0000546,INV0000546,2026-04-06,150347.34,Bank Transfer,10,No
PAY0000547,INV0000547,2026-03-29,38862.12,NEFT,54,No
PAY0000548,INV0000548,2024-11-25,133272.74,UPI,0,No
PAY0000549,INV0000549,2025-08-21,105876.68,NEFT,22,No
PAY0000550,INV0000550,2025-06-04,12526.88,RTGS,0,No
PAY0000551,INV0000551,2024-11-05,196369.7,Bank Transfer,0,No
PAY0000552,INV0000552,2025-08-15,214603.06,NEFT,0,No
PAY0000553,INV0000553,2024-03-23,121423.18,RTGS,0,No
PAY0000554,INV0000554,2024-10-11,313632.2,NEFT,0,No
PAY0000555,INV0000555,2025-02-09,308782.4,Cheque,2,No
PAY0000556,INV0000556,2026-01-21,140466.02,UPI,0,No
PAY0000557,INV0000557,2026-06-02,271420.06,RTGS,9,No
PAY0000558,INV0000558,2026-01-17,33058.88,Cheque,0,No
PAY0000559,INV0000559,2026-05-21,210143.84,Bank Transfer,3,No
PAY0000560,INV0000560,2026-01-16,161572.68,Cheque,0,No
PAY0000561,INV0000561,2024-09-17,301154.88,RTGS,41,No
PAY0000562,INV0000562,2024-12-21,172651.7,NEFT,2,No
PAY0000563,INV0000563,2026-05-17,72397.72,Bank Transfer,21,No
PAY0000564,INV0000564,2025-04-10,34774.6,Bank Transfer,0,No
PAY0000565,INV0000565,2024-07-17,189509.18,RTGS,0,No
PAY0000566,INV0000566,2026-04-27,324658.12,UPI,25,No
PAY0000567,INV0000567,2024-05-26,269469.52,Cheque,0,No
PAY0000568,INV0000568,2025-04-08,330610.04,Cheque,0,No
PAY0000569,INV0000569,2025-07-24,323640.96,UPI,0,No
PAY0000570,INV0000570,2025-02-24,244706.04,RTGS,0,No
PAY0000571,INV0000571,2024-06-26,118735.14,Bank Transfer,0,No
PAY0000572,INV0000572,2025-04-07,314290.64,Bank Transfer,0,No
PAY0000573,INV0000573,2024-05-17,196160.84,Cheque,9,No
PAY0000574,INV0000574,2025-07-07,210056.52,UPI,0,No
PAY0000575,INV0000575,2024-06-28,190002.42,Cheque,39,No
PAY0000576,INV0000576,2024-05-11,319999.48,Cheque,0,No
PAY0000577,INV0000577,2025-06-10,271079.04,UPI,0,No
PAY0000578,INV0000578,2025-02-27,51746.54,Cheque,15,No
PAY0000579,INV0000579,2024-03-14,178207.14,Cheque,9,No
PAY0000580,INV0000580,2025-12-13,212287.9,NEFT,0,No
PAY0000581,INV0000581,2024-06-04,152419.42,Bank Transfer,8,No
PAY0000582,INV0000582,2025-04-11,65123.02,NEFT,0,No
PAY0000583,INV0000583,2024-11-11,107683.26,Bank Transfer,0,No
PAY0000584,INV0000584,2024-07-12,293967.5,UPI,9,No
PAY0000585,INV0000585,2024-10-01,329369.86,RTGS,5,No
PAY0000586,INV0000586,2024-08-15,348575.54,RTGS,0,No
PAY0000587,INV0000587,2024-12-12,279642.3,Bank Transfer,53,No
PAY0000588,INV0000588,2025-10-19,345934.7,Bank Transfer,0,No
PAY0000589,INV0000589,2026-01-30,137658.8,UPI,0,No
PAY0000590,INV0000590,2024-11-05,23681.42,Bank Transfer,50,No
PAY0000591,INV0000591,2024-03-24,59029.5,RTGS,8,No
PAY0000592,INV0000592,2025-07-02,110403.16,Cheque,0,No
PAY0000593,INV0000593,2025-04-25,181396.68,UPI,0,No
PAY0000594,INV0000594,2025-03-24,129483.76,Cheque,0,No
PAY0000595,INV0000595,2025-09-14,350549.68,UPI,31,No
PAY0000596,INV0000596,2024-11-24,50251.48,UPI,0,No
PAY0000597,INV0000597,2025-03-06,294137.42,RTGS,0,No
PAY0000598,INV0000598,2025-07-06,49818.42,Cheque,0,No
PAY0000599,INV0000599,2024-06-15,321193.64,RTGS,12,No
PAY0000600,INV0000600,2024-11-22,272688.56,Bank Transfer,0,No
PAY0000601,INV0000601,2025-02-14,312919.48,Bank Transfer,0,No
PAY0000602,INV0000602,2026-02-20,173418.7,Bank Transfer,3,No
PAY0000603,INV0000603,2024-11-30,240391.96,RTGS,0,No
PAY0000604,INV0000604,2025-10-09,284309.2,Cheque,17,No
PAY0000605,INV0000605,2024-10-09,334528.82,RTGS,11,No
PAY0000606,INV0000606,2024-11-07,148628.08,NEFT,0,No
PAY0000607,INV0000607,2025-02-16,334472.18,Bank Transfer,4,No
PAY0000608,INV0000608,2024-12-06,186395.16,UPI,28,No
PAY0000609,INV0000609,2024-09-30,264039.16,UPI,15,No
PAY0000610,INV0000610,2025-12-15,83331.6,RTGS,0,No
PAY0000611,INV0000611,2025-06-15,300605,RTGS,36,No
PAY0000612,INV0000612,2025-03-06,74751.82,UPI,0,No
PAY0000613,INV0000613,2025-02-12,212851.94,RTGS,44,No
PAY0000614,INV0000614,2026-01-22,271300.88,NEFT,0,No
PAY0000615,INV0000615,2024-08-18,228608.48,Bank Transfer,41,No
PAY0000616,INV0000616,2026-04-27,125692.42,UPI,0,No
PAY0000617,INV0000617,2026-04-17,144247.92,UPI,31,No
PAY0000618,INV0000618,2024-08-18,317410.56,UPI,0,No
PAY0000619,INV0000619,2024-06-29,214850.86,RTGS,0,No
PAY0000620,INV0000620,2025-02-13,37534.62,UPI,0,No
PAY0000621,INV0000621,2024-11-28,23170.48,UPI,0,No
PAY0000622,INV0000622,2026-03-20,237133.98,Cheque,2,No
PAY0000623,INV0000623,2026-01-26,122587.84,Cheque,0,No
PAY0000624,INV0000624,2024-04-04,121468.02,RTGS,0,No
PAY0000625,INV0000625,2026-04-12,204568.34,UPI,0,No
PAY0000626,INV0000626,2024-03-29,16359.52,RTGS,0,No
PAY0000627,INV0000627,,0,,690,No
PAY0000628,INV0000628,2026-06-06,174959.78,NEFT,4,No
PAY0000629,INV0000629,2025-01-14,349321.3,NEFT,0,No
PAY0000630,INV0000630,2024-05-23,91511.36,NEFT,10,No
PAY0000631,INV0000631,2025-08-20,39226.74,UPI,5,No
PAY0000632,INV0000632,2025-10-29,127274.8,NEFT,0,No
PAY0000633,INV0000633,2024-03-07,103126.1,Bank Transfer,0,No
PAY0000634,INV0000634,2026-01-16,254839.88,UPI,4,No
PAY0000635,INV0000635,2024-05-13,95650.8,UPI,0,No
PAY0000636,INV0000636,2026-04-08,41373.16,Cheque,0,No
PAY0000637,INV0000637,2024-08-16,275089.86,Cheque,0,No
PAY0000638,INV0000638,2024-11-17,194001.44,Cheque,10,No
PAY0000639,INV0000639,2025-08-14,262369.46,UPI,0,No
PAY0000640,INV0000640,2024-12-20,179232.56,UPI,0,No
PAY0000641,INV0000641,2024-09-13,213851.4,NEFT,5,No
PAY0000642,INV0000642,2024-12-08,85706.94,Cheque,30,No
PAY0000643,INV0000643,2024-12-12,29718.3,Cheque,0,No
PAY0000644,INV0000644,2024-07-06,130862,RTGS,11,No
PAY0000645,INV0000645,2025-04-04,98472.18,UPI,13,No
PAY0000646,INV0000646,,0,,233,No
PAY0000647,INV0000647,2025-06-25,283904.46,Cheque,0,No
PAY0000648,INV0000648,2024-12-22,295103.84,UPI,0,No
PAY0000649,INV0000649,2026-05-10,304288.96,Bank Transfer,0,No
PAY0000650,INV0000650,2024-07-30,28965.46,Cheque,8,No
PAY0000651,INV0000651,2024-03-27,94195.86,Cheque,0,No
PAY0000652,INV0000652,2024-08-02,25555.26,UPI,3,No
PAY0000653,INV0000653,2024-10-24,22340.94,RTGS,0,No
PAY0000654,INV0000654,2024-08-13,337113.02,NEFT,0,No
PAY0000655,INV0000655,2025-02-15,91486.58,Bank Transfer,0,No
PAY0000656,INV0000656,2025-04-03,70938.06,NEFT,0,No
PAY0000657,INV0000657,2024-09-03,183053.4,UPI,10,No
PAY0000658,INV0000658,2024-07-05,13899.22,UPI,8,No
PAY0000659,INV0000659,2024-02-03,145150.62,UPI,0,No
PAY0000660,INV0000660,2026-04-25,126369.74,UPI,0,No
PAY0000661,INV0000661,,0,,211,No
PAY0000662,INV0000662,2024-12-06,71197.66,Cheque,8,No
PAY0000663,INV0000663,2026-05-19,290839.32,Bank Transfer,35,No
PAY0000664,INV0000664,2024-09-17,343551.1,Cheque,0,No
PAY0000665,INV0000665,2025-07-06,244578.6,UPI,12,No
PAY0000666,INV0000666,2024-04-10,101632.22,RTGS,0,No
PAY0000667,INV0000667,2025-08-08,222404.04,UPI,0,No
PAY0000668,INV0000668,2024-05-03,291169.72,UPI,12,No
PAY0000669,INV0000669,2025-12-03,114054.08,RTGS,0,No
PAY0000670,INV0000670,,0,,777,No
PAY0000671,INV0000671,2025-10-01,135197.32,RTGS,0,No
PAY0000672,INV0000672,,0,,521,No
PAY0000673,INV0000673,2024-03-08,256966.24,UPI,6,No
PAY0000674,INV0000674,2025-03-09,144139.36,Cheque,0,No
PAY0000675,INV0000675,2024-10-01,286186.58,UPI,0,No
PAY0000676,INV0000676,2025-05-03,141795.88,Bank Transfer,0,No
PAY0000677,INV0000677,2025-12-17,308436.66,UPI,0,No
PAY0000678,INV0000678,2026-04-01,18923.66,UPI,0,No
PAY0000679,INV0000679,2025-10-28,150389.82,NEFT,0,No
PAY0000680,INV0000680,2024-05-24,290387.38,RTGS,0,No
PAY0000681,INV0000681,2024-10-14,328592.24,RTGS,3,No
PAY0000682,INV0000682,2025-08-04,202674.44,RTGS,0,No
PAY0000683,INV0000683,2025-11-28,39858.04,Bank Transfer,0,No
PAY0000684,INV0000684,2025-07-16,233737.94,UPI,0,No
PAY0000685,INV0000685,2025-03-21,327973.92,RTGS,0,No
PAY0000686,INV0000686,2024-12-02,245930.88,Cheque,17,No
PAY0000687,INV0000687,2024-05-15,292398.1,Cheque,0,No
PAY0000688,INV0000688,2026-01-04,73906.94,UPI,13,No
PAY0000689,INV0000689,2026-06-03,33355.06,RTGS,0,No
PAY0000690,INV0000690,2024-10-02,90022.2,Cheque,56,No
PAY0000691,INV0000691,2025-11-24,238773,RTGS,4,No
PAY0000692,INV0000692,2026-03-23,102969.16,RTGS,3,No
PAY0000693,INV0000693,2024-05-22,325992.7,NEFT,0,No
PAY0000694,INV0000694,2024-11-29,87082.82,NEFT,15,No
PAY0000695,INV0000695,2025-12-19,54597.42,UPI,0,No
PAY0000696,INV0000696,,0,,338,No
PAY0000697,INV0000697,2025-04-02,118926.3,Bank Transfer,9,No
PAY0000698,INV0000698,2025-08-11,167668.56,RTGS,0,No
PAY0000699,INV0000699,2026-02-20,324147.18,Bank Transfer,0,No
PAY0000700,INV0000700,2025-10-17,307456.08,UPI,1,No
PAY0000701,INV0000701,2025-10-07,217459.84,Bank Transfer,0,No
PAY0000702,INV0000702,2024-09-27,284470.86,Bank Transfer,4,No
PAY0000703,INV0000703,2024-08-26,188429.48,Bank Transfer,57,No
PAY0000704,INV0000704,2025-03-22,192783.68,Cheque,0,No
PAY0000705,INV0000705,2024-08-12,318485.54,NEFT,4,No
PAY0000706,INV0000706,2024-04-14,323583.14,RTGS,9,No
PAY0000707,INV0000707,2025-04-04,300582.58,Bank Transfer,0,No
PAY0000708,INV0000708,2024-02-25,73569.46,RTGS,0,No
PAY0000709,INV0000709,,0,,539,No
PAY0000710,INV0000710,2024-04-23,179062.64,UPI,0,No
PAY0000711,INV0000711,,0,,275,No
PAY0000712,INV0000712,2025-07-07,191944.7,Cheque,0,No
PAY0000713,INV0000713,2024-12-27,337956.72,RTGS,0,No
PAY0000714,INV0000714,2025-03-06,213164.64,Cheque,4,No
PAY0000715,INV0000715,2024-09-08,211037.1,RTGS,0,No
PAY0000716,INV0000716,2026-02-19,241072.82,UPI,0,No
PAY0000717,INV0000717,2025-02-01,337109.48,Bank Transfer,1,No
PAY0000718,INV0000718,2026-05-17,264658.66,UPI,0,No
PAY0000719,INV0000719,2024-03-22,348942.52,RTGS,34,No
PAY0000720,INV0000720,2025-07-25,332089.76,UPI,0,No
PAY0000721,INV0000721,2024-08-06,234960.42,Cheque,0,No
PAY0000722,INV0000722,2024-10-16,310871,Bank Transfer,0,No
PAY0000723,INV0000723,2026-04-15,100860.5,Cheque,33,No
PAY0000724,INV0000724,2026-05-22,340181.02,Bank Transfer,17,No
PAY0000725,INV0000725,2025-04-02,181589.02,UPI,0,No
PAY0000726,INV0000726,2026-01-14,76623.3,RTGS,35,No
PAY0000727,INV0000727,2025-11-14,298499.88,Cheque,32,No
PAY0000728,INV0000728,2025-01-30,353022.96,NEFT,0,No
PAY0000729,INV0000729,2026-05-29,25328.7,Cheque,31,No
PAY0000730,INV0000730,2024-04-04,129823.6,RTGS,12,No
PAY0000731,INV0000731,2024-06-14,226143.46,UPI,29,No
PAY0000732,INV0000732,2025-03-21,57160.38,NEFT,0,No
PAY0000733,INV0000733,,0,,518,No
PAY0000734,INV0000734,2024-03-23,342714.48,Cheque,0,No
PAY0000735,INV0000735,2024-09-22,127227.6,NEFT,0,No
PAY0000736,INV0000736,2026-02-05,145131.74,Bank Transfer,6,No
PAY0000737,INV0000737,,0,,1,No
PAY0000738,INV0000738,2024-07-25,223037.7,Bank Transfer,0,No
PAY0000739,INV0000739,2025-04-16,271256.04,Cheque,0,No
PAY0000740,INV0000740,2026-04-24,257765.1,Cheque,0,No
PAY0000741,INV0000741,2024-09-26,210624.1,Bank Transfer,0,No
PAY0000742,INV0000742,2024-10-07,110753.62,Bank Transfer,0,No
PAY0000743,INV0000743,2025-09-07,177384.68,UPI,8,No
PAY0000744,INV0000744,2026-03-27,146852.18,NEFT,14,No
PAY0000745,INV0000745,2026-03-24,246929.16,RTGS,11,No
PAY0000746,INV0000746,2026-01-18,126075.92,UPI,0,No
PAY0000747,INV0000747,2026-02-27,172178.52,NEFT,0,No
PAY0000748,INV0000748,2024-08-05,219596.82,NEFT,0,No
PAY0000749,INV0000749,2024-08-15,341665.46,Bank Transfer,0,No
PAY0000750,INV0000750,,0,,735,No
PAY0000751,INV0000751,2026-01-19,310177.16,Cheque,0,No
PAY0000752,INV0000752,2024-03-22,156712.26,Bank Transfer,0,No
PAY0000753,INV0000753,2025-07-11,309897.5,UPI,0,No
PAY0000754,INV0000754,,0,,147,No
PAY0000755,INV0000755,2025-03-29,293936.82,Cheque,0,No
PAY0000756,INV0000756,2025-06-14,337583.84,Cheque,0,No
PAY0000757,INV0000757,2025-10-12,129097.9,Bank Transfer,0,No
PAY0000758,INV0000758,2024-04-26,244910.18,UPI,11,No
PAY0000759,INV0000759,2024-07-27,184257,Bank Transfer,15,No
PAY0000760,INV0000760,2025-06-15,234666.6,NEFT,0,No
PAY0000761,INV0000761,2025-10-20,202924.6,RTGS,0,No
PAY0000762,INV0000762,2026-03-15,93749.82,Cheque,0,No
PAY0000763,INV0000763,2025-07-27,305315.56,Cheque,0,No
PAY0000764,INV0000764,2025-01-23,220126.64,NEFT,0,No
PAY0000765,INV0000765,2026-05-10,209988.08,UPI,14,No
PAY0000766,INV0000766,2026-03-19,315717.26,Cheque,0,No
PAY0000767,INV0000767,2025-07-30,275059.18,Cheque,0,No
PAY0000768,INV0000768,2026-04-24,68915.54,Cheque,0,No
PAY0000769,INV0000769,2025-01-25,285209.54,RTGS,12,No
PAY0000770,INV0000770,2024-10-26,155763.54,UPI,0,No
PAY0000771,INV0000771,2025-02-14,86879.86,UPI,11,No
PAY0000772,INV0000772,2024-07-16,213490.32,UPI,0,No
PAY0000773,INV0000773,2025-11-30,337105.94,Bank Transfer,14,No
PAY0000774,INV0000774,2024-07-07,84812.5,NEFT,36,No
PAY0000775,INV0000775,2024-12-09,339625.24,UPI,1,No
PAY0000776,INV0000776,2025-11-02,183156.06,Cheque,2,No
PAY0000777,INV0000777,2024-08-14,155035.48,UPI,6,No
PAY0000778,INV0000778,2024-09-05,68231.14,RTGS,0,No
PAY0000779,INV0000779,2026-02-28,329649.52,UPI,6,No
PAY0000780,INV0000780,2024-03-20,195017.42,Cheque,4,No
PAY0000781,INV0000781,2024-12-05,166795.36,Bank Transfer,0,No
PAY0000782,INV0000782,2025-06-27,161003.92,Cheque,0,No
PAY0000783,INV0000783,2025-08-08,293312.6,NEFT,0,No
PAY0000784,INV0000784,2025-11-15,63724.72,Cheque,0,No
PAY0000785,INV0000785,2024-11-23,64069.28,NEFT,0,No
PAY0000786,INV0000786,2025-04-28,270291.98,RTGS,8,No
PAY0000787,INV0000787,2024-08-14,304768.04,Bank Transfer,8,No
PAY0000788,INV0000788,2024-11-29,299363.64,NEFT,0,No
PAY0000789,INV0000789,2025-05-02,259749.86,Bank Transfer,12,No
PAY0000790,INV0000790,2026-04-27,102558.52,RTGS,7,No
PAY0000791,INV0000791,2024-02-27,58140.96,Bank Transfer,11,No
PAY0000792,INV0000792,2026-07-07,237530.46,Cheque,11,No
PAY0000793,INV0000793,2025-11-30,233529.08,RTGS,41,No
PAY0000794,INV0000794,2026-03-06,208124.86,Bank Transfer,4,No
PAY0000795,INV0000795,2026-03-18,81497.88,NEFT,1,No
PAY0000796,INV0000796,2025-03-14,347361.32,Cheque,0,No
PAY0000797,INV0000797,2024-08-04,173683.02,UPI,0,No
PAY0000798,INV0000798,2025-10-12,327346.16,UPI,0,No
PAY0000799,INV0000799,2026-03-28,312342.46,UPI,60,No
PAY0000800,INV0000800,2025-06-28,30970.28,UPI,0,No
PAY0000801,INV0000801,2025-09-01,295506.22,Bank Transfer,0,No
PAY0000802,INV0000802,,0,,793,No
PAY0000803,INV0000803,2024-04-11,166086.18,Bank Transfer,2,No
PAY0000804,INV0000804,2025-05-14,63177.2,RTGS,0,No
PAY0000805,INV0000805,,0,,332,Yes
PAY0000806,INV0000806,2025-03-08,46304.38,Cheque,0,No
PAY0000807,INV0000807,2026-02-19,160236.92,NEFT,0,No
PAY0000808,INV0000808,2025-07-04,136056.36,UPI,0,No
PAY0000809,INV0000809,,0,,598,No
PAY0000810,INV0000810,2024-08-04,59781.16,NEFT,0,No
PAY0000811,INV0000811,2025-02-20,165097.34,Bank Transfer,0,No
PAY0000812,INV0000812,2024-05-14,272195.32,Bank Transfer,0,No
PAY0000813,INV0000813,2025-11-04,72073.22,UPI,0,No
PAY0000814,INV0000814,2025-01-08,79378.6,NEFT,0,No
PAY0000815,INV0000815,2025-03-24,271319.76,NEFT,0,No
PAY0000816,INV0000816,2024-04-20,162461.22,Cheque,0,No
PAY0000817,INV0000817,2024-06-19,257525.56,NEFT,0,No
PAY0000818,INV0000818,2025-09-21,270931.54,Cheque,0,No
PAY0000819,INV0000819,2025-09-15,18720.7,Bank Transfer,8,No
PAY0000820,INV0000820,2024-05-12,193128.24,Bank Transfer,0,No
PAY0000821,INV0000821,2025-08-30,156211.94,NEFT,4,No
PAY0000822,INV0000822,2024-08-19,164750.42,Bank Transfer,0,No
PAY0000823,INV0000823,2024-10-06,204176.58,RTGS,0,No
PAY0000824,INV0000824,2025-08-15,141316.8,UPI,34,No
PAY0000825,INV0000825,2025-11-29,294245.98,Cheque,0,No
PAY0000826,INV0000826,2024-08-13,152833.6,Bank Transfer,0,No
